,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1
10 sag,0.698,0.71,0.686,0.648,0.596,0.558,0.527,0.508,0.496,0.477,0.423
10 tan,0.698,0.723,0.678,0.57,0.484,0.415,0.377,0.348,0.342,0.401,0.464
30 sag,0.319,0.324,0.314,0.289,0.254,0.218,0.194,0.193,0.227,0.282,0.281
30 tan,0.319,0.332,0.346,0.33,0.287,0.248,0.218,0.202,0.193,0.194,0.188
50 sag,0.253,0.251,0.241,0.213,0.174,0.133,0.101,0.084,0.088,0.147,0.215
50 tan,0.252,0.243,0.209,0.175,0.156,0.14,0.118,0.102,0.085,0.071,0.06
