,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1
10 sag,0.997,0.997,0.996,0.995,0.994,0.993,0.992,0.987,0.976,0.966,0.98
10 tan,0.997,0.994,0.986,0.978,0.975,0.978,0.975,0.96,0.942,0.92,0.81
30 sag,0.973,0.973,0.969,0.962,0.951,0.944,0.937,0.905,0.825,0.761,0.858
30 tan,0.973,0.952,0.896,0.835,0.817,0.84,0.829,0.78,0.64,0.547,0.106
50 sag,0.927,0.926,0.915,0.896,0.867,0.85,0.833,0.765,0.602,0.482,0.673
50 tan,0.927,0.87,0.732,0.599,0.563,0.61,0.626,0.57,0.285,0.31,0.132
