,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1
10 sag,0.933,0.933,0.935,0.938,0.942,0.943,0.941,0.934,0.922,0.902,0.876
10 tan,0.933,0.933,0.936,0.938,0.939,0.939,0.937,0.933,0.93,0.929,0.93
30 sag,0.602,0.6,0.607,0.616,0.624,0.624,0.612,0.585,0.534,0.456,0.356
30 tan,0.602,0.601,0.604,0.604,0.598,0.588,0.571,0.548,0.532,0.529,0.534
50 sag,0.356,0.349,0.336,0.315,0.289,0.264,0.25,0.251,0.249,0.242,0.197
50 tan,0.356,0.352,0.342,0.309,0.251,0.192,0.133,0.087,0.072,0.082,0.077
