,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1
10 sag,0.915,0.914,0.922,0.929,0.941,0.948,0.948,0.945,0.94,0.935,0.938
10 tan,0.915,0.923,0.933,0.941,0.955,0.955,0.952,0.948,0.937,0.921,0.906
30 sag,0.643,0.651,0.667,0.679,0.695,0.689,0.671,0.645,0.618,0.593,0.609
30 tan,0.643,0.655,0.667,0.67,0.685,0.679,0.655,0.626,0.563,0.48,0.43
50 sag,0.415,0.419,0.428,0.429,0.427,0.396,0.373,0.346,0.312,0.275,0.278
50 tan,0.415,0.427,0.421,0.374,0.32,0.272,0.221,0.162,0.058,0.031,0.085
