,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1
10 sag,0.726,0.703,0.672,0.668,0.629,0.589,0.558,0.546,0.522,0.385,0.125
10 tan,0.727,0.721,0.728,0.695,0.669,0.648,0.601,0.528,0.464,0.455,0.465
30 sag,0.405,0.431,0.388,0.291,0.178,0.085,0.041,0.091,0.275,0.265,0.014
30 tan,0.405,0.427,0.409,0.33,0.298,0.273,0.218,0.138,0.1,0.1,0.096
50 sag,0.212,0.218,0.201,0.146,0.083,0.026,0.014,0.047,0.057,0.228,0.006
50 tan,0.211,0.19,0.214,0.169,0.117,0.099,0.062,0.106,0.109,0.062,0.019
