,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1
10 sag,0.988,0.988,0.988,0.988,0.989,0.988,0.984,0.97,0.938,0.891,0.937
10 tan,0.988,0.987,0.984,0.981,0.977,0.973,0.966,0.958,0.957,0.963,0.953
30 sag,0.909,0.911,0.908,0.911,0.915,0.909,0.882,0.803,0.664,0.551,0.659
30 tan,0.909,0.901,0.881,0.86,0.837,0.812,0.776,0.733,0.73,0.747,0.673
50 sag,0.772,0.775,0.766,0.77,0.775,0.764,0.72,0.616,0.502,0.446,0.475
50 tan,0.772,0.752,0.704,0.66,0.627,0.61,0.589,0.552,0.531,0.471,0.352
