,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1
10 sag,0.969,0.968,0.97,0.973,0.973,0.967,0.951,0.925,0.896,0.88,0.896
10 tan,0.969,0.963,0.961,0.955,0.939,0.91,0.874,0.847,0.841,0.859,0.814
30 sag,0.806,0.8,0.815,0.834,0.831,0.794,0.712,0.619,0.565,0.572,0.573
30 tan,0.806,0.789,0.769,0.73,0.663,0.579,0.541,0.553,0.555,0.549,0.491
50 sag,0.606,0.602,0.626,0.651,0.646,0.589,0.475,0.375,0.35,0.361,0.289
50 tan,0.606,0.584,0.541,0.472,0.366,0.254,0.239,0.3,0.346,0.386,0.278
