,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1
10 sag,0.896,0.885,0.851,0.831,0.801,0.762,0.735,0.729,0.703,0.512,0.143
10 tan,0.896,0.878,0.833,0.803,0.778,0.764,0.771,0.777,0.743,0.693,0.598
30 sag,0.686,0.688,0.663,0.58,0.444,0.31,0.24,0.301,0.485,0.321,0.016
30 tan,0.686,0.688,0.607,0.461,0.372,0.301,0.271,0.33,0.304,0.24,0.116
50 sag,0.564,0.553,0.492,0.349,0.192,0.081,0.01,0.005,0.26,0.251,0.003
50 tan,0.563,0.516,0.38,0.27,0.143,0.092,0.173,0.242,0.215,0.161,0.058
