,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1
10 sag,0.993,0.992,0.991,0.99,0.99,0.989,0.99,0.991,0.993,0.994,0.994
10 tan,0.993,0.992,0.99,0.989,0.988,0.985,0.982,0.978,0.973,0.972,0.975
30 sag,0.944,0.941,0.934,0.928,0.922,0.922,0.925,0.933,0.945,0.957,0.957
30 tan,0.944,0.942,0.927,0.914,0.906,0.889,0.868,0.838,0.806,0.795,0.815
50 sag,0.854,0.846,0.832,0.817,0.807,0.807,0.814,0.834,0.86,0.885,0.883
50 tan,0.854,0.849,0.813,0.782,0.761,0.73,0.684,0.618,0.552,0.524,0.548
