,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1
10 sag,0.972,0.913,0.811,0.757,0.743,0.751,0.761,0.756,0.71,0.641,0.539
10 tan,0.972,0.836,0.699,0.656,0.67,0.721,0.802,0.858,0.87,0.848,0.779
30 sag,0.823,0.653,0.526,0.476,0.472,0.496,0.556,0.585,0.546,0.479,0.364
30 tan,0.823,0.576,0.457,0.408,0.396,0.339,0.375,0.542,0.596,0.573,0.528
50 sag,0.642,0.502,0.413,0.398,0.372,0.309,0.322,0.395,0.398,0.375,0.297
50 tan,0.642,0.436,0.357,0.356,0.332,0.282,0.199,0.259,0.384,0.463,0.405
