,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1
10 sag,0.576,0.583,0.589,0.583,0.564,0.547,0.543,0.567,0.613,0.656,0.669
10 tan,0.575,0.619,0.618,0.565,0.473,0.374,0.273,0.166,0.059,0.013,0.058
20 sag,0.376,0.372,0.355,0.357,0.359,0.357,0.359,0.378,0.421,0.46,0.431
20 tan,0.376,0.3,0.361,0.316,0.214,0.139,0.108,0.06,0.068,0.076,0.052
40 sag,0.136,0.096,0.131,0.15,0.158,0.197,0.222,0.24,0.264,0.28,0.219
40 tan,0.136,0.107,0.116,0.117,0.026,0.071,0.092,0.05,0.015,0.036,0.029
