,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1
10 sag,0.994,0.993,0.99,0.986,0.982,0.979,0.978,0.979,0.978,0.956,0.876
10 tan,0.994,0.99,0.979,0.97,0.965,0.963,0.964,0.966,0.964,0.953,0.918
30 sag,0.951,0.943,0.919,0.89,0.86,0.833,0.819,0.826,0.83,0.759,0.566
30 tan,0.951,0.926,0.873,0.834,0.805,0.787,0.789,0.8,0.793,0.735,0.544
50 sag,0.872,0.857,0.811,0.757,0.693,0.623,0.576,0.584,0.633,0.628,0.455
50 tan,0.872,0.838,0.77,0.71,0.654,0.608,0.596,0.617,0.618,0.527,0.202
