,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1
10 sag,0.962,0.963,0.963,0.961,0.959,0.958,0.96,0.968,0.978,0.981,0.963
10 tan,0.962,0.969,0.976,0.98,0.981,0.98,0.976,0.968,0.956,0.955,0.974
30 sag,0.742,0.746,0.743,0.729,0.708,0.695,0.699,0.744,0.82,0.852,0.743
30 tan,0.742,0.784,0.83,0.851,0.853,0.843,0.814,0.751,0.678,0.672,0.804
50 sag,0.48,0.488,0.484,0.462,0.423,0.387,0.376,0.433,0.576,0.669,0.559
50 tan,0.48,0.548,0.641,0.678,0.676,0.65,0.583,0.461,0.353,0.35,0.588
