,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1
10 sag,0.961,0.963,0.957,0.952,0.947,0.941,0.934,0.922,0.895,0.845,0.733
10 tan,0.961,0.957,0.937,0.925,0.927,0.927,0.921,0.908,0.889,0.862,0.854
30 sag,0.766,0.775,0.755,0.736,0.715,0.681,0.641,0.607,0.593,0.62,0.572
30 tan,0.766,0.755,0.696,0.665,0.658,0.652,0.637,0.611,0.578,0.523,0.513
50 sag,0.6,0.608,0.601,0.575,0.537,0.46,0.37,0.32,0.348,0.437,0.492
50 tan,0.6,0.595,0.523,0.49,0.468,0.451,0.433,0.408,0.384,0.357,0.367
